char1,char2,similarity
僚,僚,1.0
僚,憭,0.7800958307298543
僚,停,0.773198980471703
僚,傃,0.765791092201553
僚,傣,0.7639797205218152
僚,倷,0.7565826573735122
僚,倩,0.7560521906177563
僚,燎,0.7559050659262586
僚,但,0.7519753379088441
僚,僮,0.7494557563752294
