char1,char2,similarity
娇,娇,1.0
娇,桥,0.7664905751065566
娇,娂,0.7588462419359269
娇,挢,0.7535369488713342
娇,姘,0.7516276030549908
娇,妎,0.7269133081264313
娇,妍,0.7268877416994419
娇,婢,0.7221204127504464
娇,妌,0.7166698819384615
娇,婚,0.7142542517576321
