char1,char2,similarity
厽,厽,1.0
厽,灬,0.7611605708292848
厽,凢,0.7464713408952287
厽,立,0.7415666764499146
厽,二,0.7401723177642928
厽,八,0.735709843513192
厽,上,0.7346527517138204
厽,冫,0.7345498314501616
厽,丄,0.7335609967982315
厽,丷,0.733326792706649
