char1,char2,similarity
嫳,嫳,1.0
嫳,嫯,0.8043086535327957
嫳,嫛,0.7720759785856148
嫳,婺,0.7604885213835838
嫳,娿,0.7414944499805403
嫳,嫢,0.7408689049668128
嫳,媭,0.735053699688336
嫳,姜,0.7333581656763323
嫳,嬃,0.7293792086823847
嫳,幣,0.7238670437254825
