char1,char2,similarity
氝,氝,1.0
氝,氜,0.8327816495059464
氝,氞,0.8299827729394049
氝,氦,0.779872423129117
氝,氥,0.7787952482648073
氝,氠,0.7782139191657655
氝,氣,0.7684210052620283
氝,氬,0.7672220015394322
氝,氮,0.7654691933795181
氝,氪,0.7654072294150135
